user_id,persona,current_state,login_rate,purchase_rate,avg_days_between_orders,avg_order_value,items_per_order,discount_sensitivity,session_length
0,casual_buyer,active,0.28250879551073577,0.14464214762976454,33.41178035410031,94.1359589938329,3,0.22608164978882486,9
1,casual_buyer,active,0.25965129520599456,0.22997688755590465,28.623537015080416,57.635249763255736,2,0.44282913700334803,5
2,casual_buyer,reactivated,0.48716392166203437,0.16731890902252536,17.318646084503698,47.73731014667712,3,0.38111780941006734,13
3,casual_buyer,active,0.3656121893819681,0.265880932850599,30.462993809106152,108.93655202486218,2,0.4113715508644771,5
4,casual_buyer,active,0.23030042882291873,0.15559472062201843,30.892111106610002,69.18657431760674,2,0.2628521092314463,7
5,casual_buyer,active,0.4187380393851048,0.1326804987523857,24.486386043941195,119.16186805092762,2,0.3670849231323939,11
6,casual_buyer,active,0.2946359144177246,0.15354817519514055,20.27457108965816,115.43277714680436,3,0.2944033642395434,11
7,casual_buyer,active,0.273988252308195,0.21227362683263015,21.568540213073383,86.76687921788324,3,0.3198201515421192,7
8,casual_buyer,cooling_down,0.23289473910519776,0.225489208340618,34.8019841090741,73.77279734397473,1,0.314485785951961,14
9,casual_buyer,cooling_down,0.4162165458080584,0.23634207380531494,28.42425826021988,61.346015196203425,2,0.23346565207876294,9
10,casual_buyer,active,0.3501758339150895,0.13573037610602628,37.815695983620515,109.64148558694136,1,0.39168484845980156,11
11,one_time_buyer,cooling_down,0.12955305082927665,0.030040032728956043,179.1429156762851,31.363371967008263,1,0.5514887511292736,6
12,heavy_buyer,cooling_down,0.6714133630169697,0.4714976158291534,2.346062592341918,209.30236809372937,5,0.025678292899952562,17
13,window_shopper,active,0.48471928217683286,0.031571843551178334,147.59172829079714,16.034531901690876,1,0.6980597426643578,31
14,casual_buyer,active,0.3014256686442366,0.21766174369144664,20.752868314914423,57.617390756124756,1,0.3893308871810297,7
15,casual_buyer,active,0.40069333348888414,0.14284736147408772,18.307796218125624,114.84113924645368,2,0.34180130789353824,12
16,window_shopper,active,0.5694314492079684,0.028680986721467003,147.48910193518208,30.200936418799046,1,0.33936714846078353,25
17,casual_buyer,reactivated,0.3345840643499396,0.18437632796688083,21.96362861667351,59.98451583056804,3,0.3329392235160371,13
18,discount_hunter,reactivated,0.6875985029139005,0.18895504745121916,31.217393360357637,28.315555530195702,1,0.7641241897597545,12
19,casual_buyer,reactivated,0.4352211805845708,0.19100167346782865,25.575187149754072,116.58541126877385,3,0.3667304970216855,12
20,window_shopper,active,0.6168780805497097,0.03991902241516256,66.85983274889797,27.525327833769136,1,0.6410879568193141,18
21,window_shopper,active,0.6700850214416361,0.019408155800037248,74.38639367365491,36.70861942388312,1,0.5378076614133764,30
22,heavy_buyer,active,0.7010647998558841,0.5290479501973537,3.19342976307923,147.28359395451326,4,0.059999415959752445,14
23,loyal_customer,active,0.848633756749283,0.2646521442199266,7.131543122670404,194.2561161301124,7,0.08808641736864396,27
24,one_time_buyer,active,0.14175166485889254,0.09910631445420531,269.8434873704515,30.547617500651057,1,0.31975150087999116,5
25,casual_buyer,cooling_down,0.36596709226544477,0.15446964246296327,30.1207456757556,97.40897497110383,1,0.39027138766552394,7
26,casual_buyer,active,0.3270727317691179,0.15533604479445035,15.088642227194558,101.68953784157017,2,0.27858657873030446,12
27,casual_buyer,inactive,0.4649319179900429,0.28078571431197863,28.63975723013806,106.76760159088134,2,0.2444281356702448,6
28,discount_hunter,cooling_down,0.6595698546105898,0.08151148075096312,16.23824348057311,25.13968108358928,2,0.9652404104353027,12
29,discount_hunter,cooling_down,0.6904824131723851,0.17161575799105955,32.03540511658311,21.239318094909436,2,0.7996556403839286,19
30,casual_buyer,active,0.43621235274064135,0.12161912528059143,36.80416957265224,108.68746010702253,1,0.4449759816790787,9
31,casual_buyer,cooling_down,0.2579389364983126,0.16565239023954131,36.60882355075716,117.35112832386889,1,0.3924445215822883,8
32,casual_buyer,active,0.4911201833066684,0.13571356323449274,39.06335789403889,61.23730900183749,1,0.3303691275693933,12
33,casual_buyer,active,0.3729764130489799,0.15094450122771638,32.719632095854266,40.13530225749036,3,0.3615355991278376,12
34,casual_buyer,active,0.39927130547338174,0.16604000720851927,22.84789112645899,107.84122236050683,3,0.2900966804633793,8
35,casual_buyer,active,0.3261339001318725,0.2880727341460366,31.932948631818324,112.22444365860662,2,0.2902849623696696,10
36,window_shopper,active,0.6618822494812286,0.02859952760988057,113.05917591657689,16.41104202967301,1,0.6604723303313016,34
37,window_shopper,cooling_down,0.5340753021639204,0.04273693858146657,150.13657650488787,30.18387011671501,1,0.37965197309063065,15
38,casual_buyer,inactive,0.32433230329931584,0.22595307614754273,19.860880918492732,95.7083400392404,2,0.2731953318735317,11
39,casual_buyer,active,0.3275438581828203,0.13517733634130633,38.9491510569885,81.43662003549926,1,0.2747594838979915,13
40,loyal_customer,active,0.708408311464297,0.44000792168863123,13.91425925810437,291.5426503732936,6,0.0504778164824402,26
41,window_shopper,active,0.5036766193860078,0.019889589500386384,136.51937241313874,32.97441052891496,1,0.5506993747927125,21
42,casual_buyer,active,0.36204566675553695,0.12767481230323113,20.781536993204668,95.51598498392418,3,0.21926865521416344,9
43,window_shopper,cooling_down,0.7619353913360708,0.033363176568169006,143.46275837975617,35.701960969118026,1,0.45215241157108466,15
44,heavy_buyer,active,0.7547553206574555,0.5368789172445126,4.730661548669195,182.55294012001104,2,0.04388432692428723,16
45,window_shopper,active,0.4660178924814036,0.02869560596929241,75.31533567373928,28.66770882922194,1,0.45760810253588186,29
46,window_shopper,active,0.42011385339545104,0.025164154567525583,85.39923410537779,19.805374146439256,1,0.4516504862256545,33
47,casual_buyer,active,0.36182571437676014,0.29998156570184187,23.749008593004596,92.01152745998999,3,0.3955263965731668,12
48,casual_buyer,active,0.23786629246226187,0.23389176892398214,29.09923954825048,57.437163272520294,3,0.4300694295068722,6
49,discount_hunter,inactive,0.685888309213635,0.066214812448641,10.64196063743665,35.59786221973476,2,0.9874518514617687,12
50,window_shopper,active,0.4407605221783906,0.04089923539804896,162.03518869065556,28.012348444505324,1,0.6935377406058685,34
51,window_shopper,inactive,0.5364924699445133,0.0439830250799831,158.67971017080697,13.166166119319957,1,0.5542340424405783,35
52,heavy_buyer,active,0.7175205990968503,0.552049804701689,4.690864532241279,162.19457566014336,3,0.14620524286102446,14
53,discount_hunter,active,0.3975453756763824,0.11970626999048477,25.258292605763017,38.9494652064132,1,0.9552858508937377,10
54,discount_hunter,active,0.5804735001328807,0.09144028636342774,10.253777860966927,67.40312888885157,1,0.9160223992312583,13
55,window_shopper,inactive,0.717173147252927,0.013722134022186867,86.59156805670362,30.753614658856055,1,0.5326222341329468,26
56,casual_buyer,active,0.4108564826557307,0.15418328539523926,21.28509190502354,49.652470780184466,1,0.23586642237651587,10
57,window_shopper,active,0.6898340004372207,0.04906428091532227,122.95642429303294,18.48996109824865,1,0.37764703123642934,20
58,casual_buyer,active,0.49228847933082137,0.21067179335972164,32.43543482275486,50.102359436672714,3,0.34726360835713366,13
59,casual_buyer,active,0.21541301515507336,0.28821271935362064,26.943229681642194,105.76925162395443,2,0.22222465107669195,11
60,casual_buyer,cooling_down,0.49817543681306603,0.12369031244229232,34.111086133154856,88.50541209943702,3,0.2677061411195104,10
61,loyal_customer,active,0.6068830855117762,0.3742054642144297,11.096309122451302,327.2250055356726,7,0.020778790582355135,15
62,casual_buyer,cooling_down,0.20080271678086573,0.19010074092354046,29.845279877989082,63.30074312248221,1,0.41208674896371,12
63,one_time_buyer,active,0.1437587010746333,0.07628281299973574,346.7588260725162,59.759727627294815,1,0.4590538893609923,7
64,casual_buyer,active,0.424687316620887,0.21384140986381847,22.215264707646043,49.94829265397666,3,0.4099201054927152,14
65,casual_buyer,active,0.32960859924823177,0.16446431667166,21.259197560300098,47.306150930478815,3,0.4507875841718544,10
66,casual_buyer,active,0.21206950194338486,0.2512537660825114,26.76252058129084,92.12075915469491,3,0.2544467441669378,10
67,casual_buyer,active,0.2999925180995276,0.23402670190423708,36.443327360008816,66.38429308631723,3,0.2864653386084367,14
68,casual_buyer,active,0.2969821358827984,0.29403694536171543,25.104376425018643,81.1677001863284,3,0.3972981159449387,10
69,one_time_buyer,active,0.14381131132175135,0.0831993375242712,145.9785155463253,68.44537473597322,1,0.3752464380289513,6
70,casual_buyer,active,0.24751344914156972,0.21016780140053398,28.806285226343327,47.4567361025218,3,0.4738789635452504,9
71,one_time_buyer,cooling_down,0.12633080226042676,0.04913974276992919,319.5490850335909,98.61712428223628,1,0.42050603075218784,4
72,discount_hunter,reactivated,0.41049896112881634,0.16850092730046703,20.37356058878363,66.712419684126,2,0.9461648419556735,11
73,window_shopper,active,0.45943816735311566,0.031543223108154946,101.4148730031609,26.55752251212433,1,0.48213784674660043,23
74,casual_buyer,active,0.4326633425297777,0.10872945981946039,33.617628789129895,96.41823048200021,3,0.3158236257472947,11
75,casual_buyer,active,0.35068734503988974,0.21803608586191342,36.74250783405539,109.93522992434467,2,0.3577853260422684,9
76,casual_buyer,active,0.3408471802954196,0.29384072611484346,23.46403085128579,95.41636788695057,2,0.4555295877052074,13
77,one_time_buyer,active,0.16391027140015457,0.09106681121789754,99.8722524553638,34.789452302708604,1,0.5683716395121187,7
78,window_shopper,active,0.7490316930428363,0.02774714206646823,143.28013953518814,37.10272186151458,1,0.6184573860648848,22
79,window_shopper,active,0.7170077895523813,0.016799345962723894,69.47620207919935,36.125187959345645,1,0.3963319167425252,37
80,casual_buyer,active,0.20281922943646133,0.26092661539502926,37.53023558997208,94.20887085592636,1,0.33251893508114433,8
81,casual_buyer,reactivated,0.4535911775427796,0.13984339982177846,24.617331224183637,78.65664488473729,1,0.37157680770522167,10
82,one_time_buyer,inactive,0.09117205702673417,0.06961503118689893,278.5948605018533,82.12681888157276,1,0.44256259723058977,4
83,window_shopper,active,0.5409283823341267,0.035464715120235676,134.5069395756365,30.332933758700783,1,0.5636726161267014,35
84,casual_buyer,reactivated,0.33224695704884344,0.21591476107368054,33.30899419848096,47.21067005969751,1,0.42424425948151145,6
85,window_shopper,reactivated,0.7653947897926788,0.0432189047826959,90.83641014759148,34.74069437627222,1,0.6225953975175066,33
86,casual_buyer,active,0.48995006283882564,0.27202811937976434,33.10541780188795,118.39537942255228,3,0.44137629320616856,8
87,window_shopper,active,0.6691313527495015,0.036893631894040525,130.14721099825994,34.67251903680322,1,0.34333844087969223,20
